!	! ‼ ⁉ ❕ ❗
!!	!! ‼
#	# #️⃣
%	% 🔣
&	& 🔣
steam	steam 😤 🧖 🧖‍♂️ 🧖‍♀️ 🚂
steambath	steambath 🧖 🧖‍♂️ 🧖‍♀️
steaming	steaming 🍜 ☕ ♨
steamroom	steamroom 🧖
stein	stein 🍺
step	step 🪜
stethoscope	stethoscope 🩺
stew	stew 🍲
stick	stick 🍢 🍡 🏑 🏒 🥍 🩼
stiletto	stiletto 👠
sting	sting 🪼
stinger	stinger 🪼
stink	stink 💩 🦨
stinks	stinks 💩
stinky	stinky 💩
stitches	stitches 🪡
stocking	stocking 🧦
stomp	stomp 🦶
stone	stone 🪨 🥌 💎
stoneface	stoneface 🗿
stop	stop 🖐 ✋ 🫷 🫸 🚏 🚥 🚦 🛑 ⏹
stoplight	stoplight 🚥 🚦
stopwatch	stopwatch ⏱
store	store 🫙 🏪 🏬
straight	straight 😐 😑 📏
straightedge	straightedge 📏
strat	strat 🎸
straw	straw 🥤 🧃
strawberry	strawberry 🍓
streamer	streamer 🎏
stress	stress 😅 😟
stressed	stressed 😅 😟 😧
stride	stride 🚶 🚶‍♂️ 🚶‍♀️ 🚶‍➡️ 🚶‍♀️‍➡️ 🚶‍♂️‍➡️
strike	strike 🎳
string	string 🧵
stringed	stringed 🪕
stripe	stripe 🦓
stroke	stroke 🥵
stroll	stroll 🚶 🚶‍♂️ 🚶‍♀️ 🚶‍➡️ 🚶‍♀️‍➡️ 🚶‍♂️‍➡️
strong	strong 💪 🦁
stub	stub 🎫
stubborn	stubborn 🫏
stuck-out	stuck-out 😛 😜 😝
student	student 🧑‍🎓 👨‍🎓 👩‍🎓
studio	studio 🎙
study	study 📚
stuffed	stuffed 🫄 🥙 🧸
stuffy	stuffy 🧐
stunned	stunned 😯
style	style 😎 💇 💇‍♂️ 💇‍♀️
suave	suave 😏
suburban	suburban 🏠 🏡
suburbia	suburbia 🏠 🏡
subway	subway 🚇
subzero	subzero 🥶
sucks	sucks 😔
suction	suction 🪠
sudan	sudan 🇸🇩
sudden	sudden 🤭
suddenrealization	suddenrealization 🤭
sugar	sugar 🧁
suit	suit 🕴 ♠ ♥ ♦ ♣ 🩱 🩲 🩳 👙
suitcase	suitcase 🧳
sulk	sulk 🙎 🙎‍♂️ 🙎‍♀️
summer	summer 🍺 🚤
summon	summon 🧙 🧙‍♂️ 🧙‍♀️
sun	sun 🌻 🌄 🌅 🌆 🌇 ☀ 🌞 ⛅ 🌤 🌥 🌦 ⛱
sunflower	sunflower 🌻
sunglasses	sunglasses 😎 🕶
sunny	sunny 🍳 ☀ 🌞
sunrise	sunrise 🌄 🌅
sunscreen	sunscreen 🧴
sunset	sunset 🌆 🌇
sunshine	sunshine 🌞
super	super 🏈
superhero	superhero 🦸 🦸‍♂️ 🦸‍♀️
supernatural	supernatural 🧛 🧛‍♂️ 🧛‍♀️
superpower	superpower 🦸 🦸‍♂️ 🦸‍♀️ 🦹 🦹‍♂️ 🦹‍♀️
supervillain	supervillain 🦹 🦹‍♂️ 🦹‍♀️
sure	sure 😕 👌
surf	surf 🏄 🏄‍♂️ 🏄‍♀️ 🌊
surfer	surfer 🏄 🏄‍♂️ 🏄‍♀️ 🌊
surfing	surfing 🏄 🏄‍♂️ 🏄‍♀️ 🌊
suriname	suriname 🇸🇷
surprise	surprise 🤭 🫢 🤨 🫨 😦 😧 🎁
surprised	surprised 😟 😮 😯 😱 🙀
sushi	sushi 🍣
suspension	suspension 🚟
suspicious	suspicious 😏
sutures	sutures 🪡
svalbard	svalbard 🇸🇯
swag	swag 😏 😎
swan	swan 🦢
swearing	swearing 🤬
sweat	sweat 😅 😰 😥 😓 💦 💧
sweating	sweating 🥵
sweden	sweden 🇸🇪
sweeping	sweeping 🧹
sweet	sweet 😛 🩷 👌 🍠 🍡 🍦 🍧 🍨 🍩 🍪 🎂 🍰 🧁 🍫 🍬 🍭 🍮 🍯 🧃
swell	swell 🏄 🏄‍♂️ 🏄‍♀️
swerve	swerve 👐
swim	swim 🏊 🏊‍♂️ 🏊‍♀️ 🛟 👙
swimmer	swimmer 🏊 🏊‍♂️ 🏊‍♀️
swimming	swimming 🏊 🏊‍♂️ 🏊‍♀️ 🤽 🤽‍♂️ 🤽‍♀️ 🥽
swimsuit	swimsuit 🩱 🩲 🩳
swirl	swirl 🍥
switzerland	switzerland 🇨🇭
sword	sword 🤺
swords	swords ⚔
symbol	symbol 💢 ♿ 🚼 ⚛ ☮ ⚧ ⚕ ♻ 🔰
symbols	symbols 🤬 🔣
sympathy	sympathy 😮
synagogue	synagogue 🕍
syria	syria 🇸🇾
syringe	syringe 💉
sãotomé	sãotomé 🇸🇹
t	t 🦖
t-rex	t-rex 🦖
t-shirt	t-shirt 👕
table	table 🏓
tableware	tableware 🥄
tabs	tabs 📑
tache	tache 🥸
taco	taco 🌮
tada	tada 🎉
taekwondo	taekwondo 🥋
tag	tag 🏷
tai	tai 🍹
tailoring	tailoring 🪡
taiwan	taiwan 🇹🇼
tajikistan	tajikistan 🇹🇯
takeout	takeout 🥡
taking	taking 🛀
tale	tale 😇 😈 👿 💀 👹 👺 👻 👽 👾 🤴 👸 👼 🎅 🤶 🧑‍🎄 🧚 🧚‍♂️ 🧚‍♀️ 🧌 🐲 🐉 🔮
talisman	talisman 🧿
talk	talk 💬 🦜
tamale	tamale 🫔
tanabata	tanabata 🎋
tangerine	tangerine 🍊
tangled	tangled 🪢
tango	tango 💃 🕺
tangy	tangy 🍋‍🟩
tanzania	tanzania 🇹🇿
tao	tao ☯
taoist	taoist ☯
tape	tape 📼
target	target 🎯
tash	tash 🥸
taste	taste 😝 🧂
tasty	tasty 😋
taurus	taurus 🐂 ♉
taxi	taxi 🚕 🚖
tbt	tbt 📻 📷 📹
tea	tea ☕ 🫖 🍵 🧋
teacher	teacher 🧑‍🏫 👨‍🏫 👩‍🏫
teacup	teacup 🍵
teal	teal 🩵
teapot	teapot 🫖
tear	tear 🤣 😂 🥲 😢 😭 😹 😿 💧
tear-off	tear-off 📆
tears	tears 🥹 😭 😹
tease	tease 😉
technologist	technologist 🧑‍💻 👨‍💻 👩‍💻
teddy	teddy 🧸
tee	tee 🏌 🏌️‍♂️ 🏌️‍♀️
teeth	teeth 😀 😃 😁 🥶 🦷 🧛 🧛‍♂️ 🧛‍♀️ 🦫 🪥
tegh	tegh 🪯
telephone	telephone 📱 📲 ☎ 📞 📵 📶 📳 📴
telescope	telescope 🔭
television	television 📺
tell	tell 🫴
teller	teller 🏧
temple	temple 🛕 🕍
tempura	tempura 🍤
ten	ten 🕙 🕥 🔟
ten-thirty	ten-thirty 🕥
tennis	tennis 🎾 🏓 👟
tension	tension 💆 💆‍♂️ 💆‍♀️
tent	tent ⛺ 🎪
tentacles	tentacles 🪼
tequila	tequila 🍋‍🟩
terrapin	terrapin 🐢
terrestrial	terrestrial 🛸
test	test 🧪
text	text 💬
thailand	thailand 🇹🇭
thanks	thanks 🙏 🫂
thanksgiving	thanksgiving 🦃
theater	theater 🎭
theatre	theatre 🎭
theme	theme 🛝 🎡 🎢
therapist	therapist 🧑‍⚕️ 👨‍⚕️ 👩‍⚕️
therapy	therapy 💆 💆‍♂️ 💆‍♀️
thermometer	thermometer 🤒 🌡
thespian	thespian 🎭
think	think 💭
thinking	thinking 🤔
third	third 🥉
thirty	thirty 🕧 🕜 🕝 🕞 🕟 🕠 🕡 🕢 🕣 🕤 🕥 🕦
this	this ☝
thong	thong 🩴
thongs	thongs 🩴
thoughts	thoughts 💭
thread	thread 🧵 🪡
three	three 👌 🤟 🕒 🕞 3️⃣
three-thirty	three-thirty 🕞
throw	throw 🤮 ⛹ ⛹️‍♂️ ⛹️‍♀️ 🤾 🤾‍♂️ 🤾‍♀️
thumb	thumb 🫰 👍 👎
thumbs	thumbs 👎
thunder	thunder ⛈ ⚡
thunderbolt	thunderbolt ⚡
thunderstorm	thunderstorm ⛈
thx	thx 🙏
tichel	tichel 🧕
tick	tick ✅ ☑ ✔
ticket	ticket 🎟 🎫
tickets	tickets 🎟
tie	tie 🪢 👔
tiger	tiger 🐯 🐅
tilted	tilted 🔍 🔎
timber	timber 🪵
time	time 😥 ⌛ ⌚ ⏰ ⏱ 🕰 🕛 🕧 🕐 🕜 🕑 🕝 🕒 🕞 🕓 🕟 🕔 🕠 🕕 🕗 🕣 🕘 🕤 🕥 🕚 🕦
timer	timer ⌛ ⏳ ⏲
timor-leste	timor-leste 🇹🇱
tipping	tipping 💁 💁‍♂️ 💁‍♀️
tipsy	tipsy 🥴
tire	tire 🛞
tired	tired 😪 😴 🫩 😵 😩 😫 🥱 💤 🛌
titania	titania 🧚‍♀️
tm	tm ™
tmi	tmi 🙉
toadstool	toadstool 🍄
toast	toast 🍞
tobago	tobago 🇹🇹
toboggan	toboggan 🛷
together	together 🤲 💏 👩‍❤️‍💋‍👨 👨‍❤️‍💋‍👨 👩‍❤️‍💋‍👩 💑 👩‍❤️‍👨 👨‍❤️‍👨 👩‍❤️‍👩
togo	togo 🇹🇬
toilet	toilet 🚽 🪠 🧻 🚹 🚺 🚻 🚾
toiletry	toiletry 🪥
tokelau	tokelau 🇹🇰
tokyo	tokyo 🗼
tomato	tomato 🍅
tomb	tomb 🪦
tombstone	tombstone 🪦
tonga	tonga 🇹🇴
tongue	tongue 😛 😜 😝 🥵 👅
tool	tool 🔪 🏺 ⚓ 🔥 🔫 🔮 🔍 🔎 🔦 ✂ 🔨 ⛏ ⚒ 🛠 🏹 🪚 🔧 🪛 🔩 ⚙ 🗜 ⚖ 🧰 ⚗ 🔬 🔭 💉 🔱 🔰
toolbox	toolbox 🧰
tooth	tooth 🦷 🍫 🍬
toothbrush	toothbrush 🪥
top	top 🎩 🔝
tophat	tophat 🎩
toppings	toppings 🍄‍🟫
torch	torch 🔦
tornado	tornado 🌪
tortoise	tortoise 🐢
toss	toss 🤾 🤾‍♂️ 🤾‍♀️
total	total ☯
totally	totally 😲
touched	touched 🥲
tough	tough 🪨
tournament	tournament 🤼 🤼‍♂️ 🤼‍♀️
towels	towels 🧻
tower	tower 🗼
toy	toy 🪀 🧸
trace	trace 🫆
track	track 🛤 ⏭ ⏮
trackball	trackball 🖲
tracks	tracks 🔀
tractor	tractor 🚜
trade	trade ™
trademark	trademark ™
tradesperson	tradesperson 🧑‍🔧 👨‍🔧 👩‍🔧
traffic	traffic 🚥 🚦 🚸 ⛔
train	train 🚂 🚃 🚄 🚅 🚆 🚉 🛤
trains	trains 🚂
tram	tram 🚃 🚊 🚋 🚎
tramway	tramway 🚡
trans	trans 🌈 🏳️‍🌈
transform	transform 🐦‍🔥
transgender	transgender 🌈 ⚧ 🏳️‍🌈 🏳️‍⚧️
transparent	transparent 🪟
transportation	transportation 🛻
trap	trap 🪤
trash	trash 🗑
travel	travel 🚂 🚃 🚅 🚇 🚤 🚢 ✈ 🚁 🚀 🧳 🗿 🛄
tray	tray 📤 📥
treasure	treasure 🪙 🏴‍☠️
treat	treat 🧁
treatment	treatment 💆 💆‍♂️ 💆‍♀️
tree	tree 🌲 🌳 🌴 🪾 🎄 🎋
trend	trend 💹 📈 📉
triangle	triangle 📐 ▶ ⏭ ⏯ ◀ ⏮ 🔺 🔻
triangular	triangular 📐 🚩
triathlon	triathlon 🏊 🏊‍♂️ 🏊‍♀️
trident	trident 🧜 🧜‍♂️ 🧜‍♀️ 🔱
trim	trim 🪚
trinidad	trinidad 🇹🇹
trip	trip 🚞 📷 🛄
tristandacunha	tristandacunha 🇹🇦
triste	triste 😢
triton	triton 🧜‍♂️
triumph	triumph 😤
troll	troll 👹 🧌
trolley	trolley 🚋 🚎 🛒
trolleybus	trolleybus 🚃 🚊 🚋 🚎
trolling	trolling 🧌
troops	troops 🫡
trophy	trophy 🏆
tropical	tropical 🦩 🐠 🌴 🍋‍🟩 🍍 🥭 🍹
tropics	tropics 🍹
trouble	trouble 😵‍💫
trousers	trousers 👖
truck	truck 🚒 🛻 🚚 🚛
true	true 💯
truffle	truffle 🍄‍🟫
trumpet	trumpet 🎺
trunk	trunk 🪾
truth	truth 💯
tshirt	tshirt 👕
ttfn	ttfn 👋
ttyl	ttyl 👋 👊
tub	tub 🛀
tube	tube 🧪
tuk	tuk 🛺
tulip	tulip 🌷
tumbler	tumbler 🥃
tunisia	tunisia 🇹🇳
turban	turban 👳 👳‍♂️ 👳‍♀️
turd	turd 💩
turkey	turkey 🦃 🍗
turkmenistan	turkmenistan 🇹🇲
turks	turks 🇹🇨
turn	turn 🛞
turnip	turnip 🫜
turtle	turtle 🐢
tusk	tusk 🦣
tuvalu	tuvalu 🇹🇻
tuxedo	tuxedo 🤵 🤵‍♂️ 🤵‍♀️
tv	tv 📺
twelve	twelve 🕛 🕧
twelve-thirty	twelve-thirty 🕧
twin	twin 👯 👯‍♂️ 👯‍♀️
twine	twine 🪢
twins	twins 🧑‍🤝‍🧑 👭 👫 👬 ♊
twinsies	twinsies 👯 👯‍♂️ 👯‍♀️
twist	twist 🪢
twisted	twisted 🥨
twister	twister 🌀
two	two 💕 🐫 🕑 🕝 2️⃣
two-hump	two-hump 🐫
two-thirty	two-thirty 🕝
type	type 🅰 🆎 🅱 🅾
typhoon	typhoon 🌀
typing	typing 💬
tyrannosaurus	tyrannosaurus 🦖
tyrannosaurusrex	tyrannosaurusrex 🦖
türkiye	türkiye 🇹🇷
u	u 🧲
u.s.outlyingislands	u.s.outlyingislands 🇺🇲
u.s.virginislands	u.s.virginislands 🇻🇮
ufo	ufo 👽 👾 🛸
uganda	uganda 🇺🇬
ugh	ugh 😒 🙄 🤌
ugly	ugly 🦢
uh	uh 😑
uhh	uhh 😒
ukraine	ukraine 🇺🇦
ultimate	ultimate 🥏
um	um 😋
umbrella	umbrella 🏖 🌂 ☂ ☔ ⛱
umrah	umrah 🕋
unamused	unamused 😐 😒
unbelievable	unbelievable 😮
unbounded	unbounded ♾
uncomfortable	uncomfortable 🫦
undead	undead 🧛 🧛‍♂️ 🧛‍♀️ 🧟 🧟‍♂️ 🧟‍♀️
under	under 🐨
underage	underage 🔞
underarm	underarm 🥎
undercover	undercover 👮 👮‍♂️ 👮‍♀️
underwater	underwater 🫧
underwear	underwear 🩲 🩳
uneven	uneven 🥴
unhappy	unhappy 😐 😑 😒 😧 😢 😭 😞 😩 😤 😡 😠
unicorn	unicorn 🦄
uniform	uniform 🥋
unimpressed	unimpressed 😐 😑
unitedarabemirates	unitedarabemirates 🇦🇪
unitedkingdom	unitedkingdom 🇬🇧
unitednations	unitednations 🇺🇳
unitedstates	unitedstates 🇺🇸
universal	universal ♾
unlock	unlock 🔓 🔑
unlocked	unlocked 🔓
unlucky	unlucky 🐈‍⬛
unreal	unreal 😮
unsure	unsure 🫤
unwind	unwind 🧖 🧖‍♂️ 🧖‍♀️
up	up 🤮 🫳 👆 ☝ 👍 🤲 🧗 🧗‍♂️ 🧗‍♀️ 🍳 🧣 🧥 📄 📈 ⬆ ⤴ 🔝 🔼 ⏫ 🆙 🔺
up!	up! 🆙
up-down	up-down ↕
up-left	up-left ↖
up-right	up-right ↗
uppercase	uppercase 🔠
upset	upset 😡 😠 💢 🙍 🙍‍♂️ 🙍‍♀️ 🙎 🙎‍♂️ 🙎‍♀️ 🧂
upside-down	upside-down 🙃
upward	upward 💹 📈
upwards	upwards 🔼
urn	urn ⚱
uruguay	uruguay 🇺🇾
utility	utility 🚙
uzbekistan	uzbekistan 🇺🇿
v	v ✌
vacancy	vacancy 🈳 🈵
vaccination	vaccination 💉
valentine	valentine 💌 💘 💝 🌹
vampire	vampire 🧛 🧛‍♂️ 🧛‍♀️ 🦇 ⚰
van	van 🚐
vanuatu	vanuatu 🇻🇺
vat	vat 🪣
vaticancity	vaticancity 🇻🇦
vcr	vcr 📼
vegetable	vegetable 🍅 🍆 🥔 🥕 🫑 🥒 🥜 🫛 🍄‍🟫 🫜
vegetarian	vegetarian 🍄‍🟫 🫜
veggie	veggie 🫛 🍄‍🟫
vehicle	vehicle 🚝 🚌 🚐 🚑 🚕 🚗 🚘 🚙 🚚 🚛 🚜 🛞 🚁
veil	veil 👰 👰‍♂️ 👰‍♀️
venezuela	venezuela 🇻🇪
versus	versus 🆚
vertical	vertical 🚦 🔃 ⏸
vertically	vertically 🙂‍↕️
vest	vest 🦺
vhs	vhs 📼
vibrate	vibrate 🫨
vibration	vibration 📳
vice	vice 🗜
victory	victory ✌ 🏆
vicuña	vicuña 🦙
video	video 🎮 🕹 📻 📽 📺 📷 📸 📹 📼
videocassette	videocassette 📼
videogame	videogame 🕹
vietnam	vietnam 🇻🇳
view	view 🪟
viewer	viewer 🫵
viewing	viewing 🎑
villain	villain 🦹 🦹‍♂️ 🦹‍♀️
violet	violet 🪻
violin	violin 🎻
virgo	virgo 👧 ♍
virus	virus 🦟 🦠
vitamin	vitamin 🍊 💊
voip	voip 📞
volcano	volcano 🌋
volleyball	volleyball 🏐
voltage	voltage ⚡
volume	volume 🔈 🔉 🔊
vomit	vomit 🤢 🤮
vomiting	vomiting 🤮
vs	vs 🆚
vu	vu 🔄
vulcan	vulcan 🖖
wacky	wacky 😜
waffle	waffle 🧇
wait	wait 🫷 🫸
waiting	waiting ⏳ ⏰
wales	wales 🏴󠁧󠁢󠁷󠁬󠁳󠁿
walk	walk 🚶 🚶‍♂️ 🚶‍♀️ 🚶‍➡️ 🚶‍♀️‍➡️ 🚶‍♂️‍➡️ 👣
walking	walking 🧟 🧟‍♂️ 🧟‍♀️ 🚶 🚶‍♂️ 🚶‍♀️ 🚶‍➡️ 🚶‍♀️‍➡️ 🚶‍♂️‍➡️
wall	wall 🧱
wallis	wallis 🇼🇫
wand	wand 🪄
waning	waning 🌖 🌘
war	war 🥷 🪖
warning	warning ⚠
warrior	warrior 🪖
waste	waste 🗑
wastebasket	wastebasket 🗑
watch	watch 🙈 ⌚
water	water 💦 🤽 🤽‍♂️ 🤽‍♀️ 🐃 🫗 🥤 💧 🌊 🔫 🚿 🚰 🚾 🚱 ♒
watermelon	watermelon 🍉
waterpolo	waterpolo 🤽 🤽‍♂️ 🤽‍♀️
wave	wave 👋 🌊
waves	waves 🏄 🏄‍♂️ 🏄‍♀️
waving	waving 🏴 🏳
wavy	wavy 🥴 〰
waxing	waxing 🌒 🌔
way	way 🤯 😲 🌌
wc	wc 🚹 🚺 🚻 🚾
wealthy	wealthy 🧐
weapon	weapon 🔪 🏺 🔫 🗡 ⚔ 🪃 🏹 🛡
wearing	wearing 👳 👳‍♂️ 👳‍♀️
weary	weary 🫩 😩 🙀
weather	weather 🌡 ☀ 🌞 ☁ ⛅ 🌤 🌥 🌦 🌧 🌨 🌩 🌪 🌫 🌀 🌈 ☔ ❄ 💧
web	web 🕸 🌐
wedding	wedding 🤵 🤵‍♂️ 🤵‍♀️ 👰 👰‍♂️ 👰‍♀️ 💒 💍 💎
wedge	wedge 🧀
weekend	weekend 👕 👖
weight	weight 🏋 🏋️‍♂️ 🏋️‍♀️ ⚖
weightlift	weightlift 💪
weightlifter	weightlifter 🏋 🏋️‍♂️ 🏋️‍♀️
weights	weights 🏋 🏋️‍♂️ 🏋️‍♀️
weird	weird 😒
weirdo	weirdo 😜
welding	welding 🥽
well	well ❤️‍🩹 👏
west	west ⬅
westernsahara	westernsahara 🇪🇭
wet	wet 💦
whale	whale 🐳 🐋
what	what 🤨 😳 😦 😧 🤌
whatever	whatever 😝 😐 😑 🫥 😒 🙄 😴 🫤 🥱 💅 💁 💁‍♂️ 💁‍♀️ 🤷 🤷‍♂️ 🤷‍♀️
wheat	wheat 🍞
wheel	wheel 🎡 🛞 ☸
wheelchair	wheelchair 🧑‍🦼 🧑‍🦼‍➡️ 👨‍🦼 👨‍🦼‍➡️ 👩‍🦼 👩‍🦼‍➡️ 🧑‍🦽 🧑‍🦽‍➡️ 👨‍🦽 👨‍🦽‍➡️ 👩‍🦽 👩‍🦽‍➡️ ♿
wheels	wheels 🛹
where	where 🏠 🏡
whew	whew 😥
whine	whine 🙎 🙎‍♂️ 🙎‍♀️
whirlwind	whirlwind 🌪
whiskers	whiskers 🧔 🧔‍♂️ 🧔‍♀️
whiskey	whiskey 🥃
whisky	whisky 🥃
whisper	whisper 😮‍💨
whistle	whistle 😮‍💨
white	white 💟 🤍 🦷 🧑‍🦯 🧑‍🦯‍➡️ 👨‍🦯 👨‍🦯‍➡️ 👩‍🦯 👩‍🦯‍➡️ 🦳 🐻‍❄️ 💮 ⭐ 🥼 ❔ ❕ ⚪ ⬜ ◻ ◽ ▫ 🔳 🏳 🏳️‍⚧️
white-collar	white-collar 🧑‍💼 👨‍💼 👩‍💼
whitehair	whitehair 👨‍🦳 👩‍🦳 🧑‍🦳
who	who 🤷 🤷‍♂️ 🤷‍♀️
whoa	whoa 🫨 😵‍💫 😮 😯
whoops	whoops 🤭
why	why 🥺
wi-fi	wi-fi 🛜
wicked	wicked 🖤
wifi	wifi 🛜
wild	wild 🥦
wildcard	wildcard 🃏
wilted	wilted 🥀
win	win 😎 🌟 🏆 👑 💰 🏁
wind	wind 🍃 🌬 🎐
window	window 🪟
wine	wine 🍷
wing	wing 🪽
wings	wings 🧚 🧚‍♂️ 🧚‍♀️ 💸
wink	wink 😉 😜
winking	winking 😉 😜
winks	winks 😉
winner	winner 🏅
winning	winning 🏆
winter	winter 🪾
wireless	wireless 🛜
wise	wise 🧓 👴 👵 🦉
wisent	wisent 🦬
wish	wish 🤲
wishbone	wishbone 🦴
wishes	wishes 🧞 🧞‍♂️ 🧞‍♀️
witch	witch 🧙 🧙‍♂️ 🧙‍♀️ 🪄 🧹
witness	witness 👁️‍🗨️
wizard	wizard 🧙 🧙‍♂️ 🧙‍♀️ 🪄
wlan	wlan 🛜
woah	woah 😵‍💫 😯 😱
wolf	wolf 🐺
woman	woman 🧔‍♀️ 👩 👩‍🦰 👩‍🦱 👩‍🦳 👩‍🦲 👱‍♀️ 👵 🙍‍♀️ 🙎‍♀️ 🙅‍♀️ 🙆‍♀️ 💁‍♀️ 🙋‍♀️ 🧏‍♀️ 🙇‍♀️ 🤦‍♀️ 🤷‍♀️ 👩‍⚕️ 👩‍🎓 👩‍🏫 👩‍⚖️ 👩‍🌾 👩‍🍳 👩‍🔧 👩‍🏭 👩‍💼 👩‍🔬 👩‍💻 👩‍🎤 👩‍🎨 👩‍✈️ 👩‍🚀 👩‍🚒 👮‍♀️ 🕵️‍♀️ 💂‍♀️ 👷‍♀️ 👳‍♀️ 🧕 🤵‍♀️ 👰‍♀️ 🤰 🤱 👩‍🍼 🦸‍♀️ 🦹‍♀️ 🧙‍♀️ 🧚‍♀️ 🧛‍♀️ 🧝‍♀️ 🧞‍♀️ 🧟‍♀️ 💆‍♀️ 💇‍♀️ 🚶‍♀️ 🚶‍♀️‍➡️ 🧍‍♀️ 🧎‍♀️ 🧎‍♀️‍➡️ 👩‍🦯 👩‍🦯‍➡️ 👩‍🦼 👩‍🦼‍➡️ 👩‍🦽 👩‍🦽‍➡️ 🏃‍♀️ 🏃‍♀️‍➡️ 💃 🧖‍♀️ 🧗‍♀️ 🏌️‍♀️ 🚣‍♀️ ⛹️‍♀️ 🏋️‍♀️ 🚴‍♀️ 🚵‍♀️ 🤸‍♀️ 🤽‍♀️ 🤾‍♀️ 🤹‍♀️ 🧘‍♀️ 👫 👩‍❤️‍💋‍👨 👩‍❤️‍💋‍👩 👩‍❤️‍👨 👩‍❤️‍👩 👨‍👩‍👦 👨‍👩‍👧 👨‍👩‍👧‍👦 👨‍👩‍👦‍👦 👨‍👩‍👧‍👧 👩‍👩‍👦 👩‍👩‍👧 👩‍👩‍👧‍👦 👩‍👩‍👦‍👦 👩‍👩‍👧‍👧 👚 👠 👡 👢 👒 🚺
woman’s	woman’s 👚 👡 👢 👒
women	women 👯‍♀️ 🤼‍♀️ 👭
women’s	women’s 🚺
won	won 😤
wonder	wonder 💭
wondering	wondering 🤔
wood	wood 🪾 🪵 🪓
woodwind	woodwind 🪈
woohoo	woohoo 🎉 🎊
wool	wool 🐑 🦙
wooly	wooly 🦣
woozy	woozy 🥴 😵‍💫
work	work 💦 👷 👷‍♂️ 👷‍♀️
worker	worker 🧑‍⚕️ 👨‍⚕️ 👩‍⚕️ 🧑‍🏭 👨‍🏭 👩‍🏭 🧑‍💼 👨‍💼 👩‍💼 👷 👷‍♂️ 👷‍♀️
worker’s	worker’s ⛑
workout	workout 💦 🏋 🏋️‍♂️ 🏋️‍♀️
world	world 🌍 🌎 🌏 🌐 🗺
worldwide	worldwide 🌐
worm	worm 🪱
worried	worried 😟 😨 🫦
worry	worry 😟 🫦
worship	worship 🛐
wow	wow 🤩 😒 🫨 😮 😳 😦 😧
wrap	wrap 🌯
wrapped	wrapped 🫔 🎁
wrapper	wrapper 🍬
wrench	wrench 🛠 🔧
wrestle	wrestle 🤼 🤼‍♂️ 🤼‍♀️
wrestling	wrestling 🤼 🤼‍♂️ 🤼‍♀️
write	write ✍
writing	writing ✍ 📔
wry	wry 😼
wtv	wtv 🫥 😒 🫤
x	x ✖ ❌ ❎
x-ray	x-ray 🩻
xmas	xmas 🎅 🤶 🧑‍🎄
xoxo	xoxo 😍 😘 😗 😚 💝 💖 💗 💕 💏 👩‍❤️‍💋‍👨 👨‍❤️‍💋‍👨 👩‍❤️‍💋‍👩
xray	xray 🩻
yacht	yacht ⛵
yang	yang ☯
yarn	yarn 🧶
yawn	yawn 😴 🥱
yawning	yawning 🥱
yay	yay 😃 😒 👏
yellow	yellow 💛 🚕 🚖 🔰 🟡 🟨
yemen	yemen 🇾🇪
yen	yen 💴 💹
yes	yes 🫡 😒 🙂‍↕️ 👍
yikes	yikes 😰 😓
yin	yin ☯
yinyang	yinyang ☯
yo	yo 👋
yo-yo	yo-yo 🪀
yoga	yoga 🧘 🧘‍♂️ 🧘‍♀️
yogi	yogi 🧘 🧘‍♂️ 🧘‍♀️
yolo	yolo 😜 😝 💀 ⏳ 🎆
york	york 🗽
you	you 🥰 😘 😗 😒 😮 👋 🤟 🫵 🫶 💑 👩‍❤️‍👨 👨‍❤️‍👨 👩‍❤️‍👩
young	young 👶 🧒 👦 👧 🌱
younger	younger 🧒 👦 👧
yum	yum 😋 😒 🍴
yummy	yummy 😋 🍴
yup	yup 💯
yurt	yurt 🛖
yuèbǐng	yuèbǐng 🥮
zambia	zambia 🇿🇲
zany	zany 🤪
zap	zap ⚡
zebra	zebra 🦓
zen	zen 😌 🧘 🧘‍♂️ 🧘‍♀️
zero	zero 📥 0️⃣
zest	zest 🍋‍🟩
zimbabwe	zimbabwe 🇿🇼
zip	zip 🤐 😒 🤌
zipper	zipper 🤐
zipper-mouth	zipper-mouth 🤐
zodiac	zodiac 👧 🦁 🐂 🐏 🐐 🐍 🐟 🦀 🦂 🏺 🏹 ⚖ ♈ ♉ ♊ ♋ ♌ ♍ ♎ ♏ ♐ ♑ ♒ ♓ ⛎
zombie	zombie 🧟 🧟‍♂️ 🧟‍♀️
zoo	zoo 🐅 🐆 🐃 🐏 🐊
zoom	zoom 🏎
zzz	zzz 😴 🥱 💤 🛌
zōri	zōri 🩴
×	× ✖ ❌ ❎
ålandislands	ålandislands 🇦🇽
÷	÷ ➗
−	− ➖
⊛flag	⊛flag 🇨🇶
♪	♪ 🔣
✓	✓ ✅ ☑ ✔
〒	〒 🔣
